Z_PK,Z_ENT,Z_OPT,ZHIDEINDISCOVER,ZINDEXFORSEARCH,ZISFAVORITE,ZSEARCHSECTIONHINTRAWVALUE,ZSEARCHSECTIONRAWVALUE,ZSECTIONSORTORDER,ZSORTHINT,ZSORTORDER,ZFEEDSECTION,Z_FOK_FEEDSECTION,ZBOUNDINGENDDATE,ZBOUNDINGSTARTDATE,ZDATESUBMITTED,ZRELEVANTENDDATE,ZRELEVANTRAMPDOWNTIME,ZRELEVANTRAMPUPTIME,ZRELEVANTSTARTDATE,ZSUGGESTIONRELEVANCESCORE,ZCONTENTKINDRAWVALUE,ZLOCALIZEDDESCRIPTION,ZLOCALIZEDTITLE,ZPLUGINPACKAGE,ZSTORYBOARDIDENTIFIER,ZUNIQUEIDENTIFIER,ZVIEWCONTROLLERCLASSNAME,ZUSERDATA
269,4,58,0,0,0,-1,10,99999,0,60,,,63113904000.0,-63114076800.0,606792268.956976,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Center Health—The Diabetes App_1231963619_HKQuantityTypeIdentifierInsulinDelivery,,"b'{""title"":""Center Health\xe2\x80\x94The Diabetes App"",""itunesStoreId"":1231963619,""subtitle"":""Life with diabetes, made easy"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""354145"",""textColor2"":""041416"",""supportsLayeredImage"":false,""textColor1"":""021116"",""url"":""https:\\/\\/is2-ssl.mzstatic.com\\/image\\/thumb\\/Purple114\\/v4\\/44\\/53\\/a8\\/4453a80b-979e-7df0-b186-628eb21c82f9\\/AppIcon-0-1x_U007emarketing-0-0-85-220-0-10.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""ffffff"",""hasP3"":false,""textColor4"":""364345""},""artist"":""Center Health Inc""}'"
270,4,58,0,0,0,-1,10,99999,0,50,,,63113904000.0,-63114076800.0,606792268.956471,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,InPen: Diabetes Management App_1236236656_HKQuantityTypeIdentifierInsulinDelivery,,"b'{""title"":""InPen: Diabetes Management App"",""itunesStoreId"":1236236656,""subtitle"":""Smart Dose Calculator, MDI Log"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""33547a"",""textColor2"":""11345d"",""supportsLayeredImage"":false,""textColor1"":""002959"",""url"":""https:\\/\\/is4-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/34\\/30\\/fd\\/3430fd7e-7ea5-1b53-c70a-3e000d82373c\\/AppIcon-1-0-0-1x_U007emarketing-0-0-0-10-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""ffffff"",""hasP3"":false,""textColor4"":""415d7d""},""artist"":""Companion Medical Inc.""}'"
271,4,58,0,0,0,-1,10,99999,0,53,,,63113904000.0,-63114076800.0,606792268.957267,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,FoodPrint™ - Nutrition Tracker_588712321_HKQuantityTypeIdentifierInsulinDelivery,,"b'{""title"":""FoodPrint\xe2\x84\xa2 - Nutrition Tracker"",""itunesStoreId"":588712321,""subtitle"":""Food Diary & Calorie Counter"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""452a21"",""textColor2"":""161616"",""supportsLayeredImage"":false,""textColor1"":""161414"",""url"":""https:\\/\\/is2-ssl.mzstatic.com\\/image\\/thumb\\/Purple123\\/v4\\/74\\/d2\\/fe\\/74d2fe05-c4b6-1757-f36b-b4915f9af0c4\\/AppIcon-Newtrino-0-0-1x_U007emarketing-0-0-0-10-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""ff8354"",""hasP3"":false,""textColor4"":""452c23""},""artist"":""Nutrino Health Ltd""}'"
272,4,58,0,0,0,-1,10,99999,0,39,,,63113904000.0,-63114076800.0,606792268.956773,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,One Drop Diabetes Management_972238816_HKQuantityTypeIdentifierInsulinDelivery,,"b'{""title"":""One Drop Diabetes Management"",""itunesStoreId"":972238816,""subtitle"":""Diabetes Management"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""f4cbdc"",""textColor2"":""fed6e6"",""supportsLayeredImage"":false,""textColor1"":""ffffff"",""url"":""https:\\/\\/is3-ssl.mzstatic.com\\/image\\/thumb\\/Purple123\\/v4\\/40\\/89\\/de\\/4089de5b-45eb-ca71-b205-2ca1732bd198\\/AppIcon-0-0-1x_U007emarketing-0-0-0-5-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""c80053"",""hasP3"":false,""textColor4"":""f3abc9""},""artist"":""Informed Data Systems, Inc.""}'"
273,4,58,0,0,0,-1,10,4,0,24,172.0,6144.0,63113904000.0,-63114076800.0,606792268.957104,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,bant - Simplifying diabetes_361257571_HKQuantityTypeIdentifierInsulinDelivery,,"b'{""title"":""bant - Simplifying diabetes"",""itunesStoreId"":361257571,""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""1d3844"",""textColor2"":""161616"",""supportsLayeredImage"":false,""textColor1"":""131516"",""url"":""https:\\/\\/is5-ssl.mzstatic.com\\/image\\/thumb\\/Purple123\\/v4\\/7c\\/97\\/c4\\/7c97c4b8-e39a-3d5e-320d-8af7a23259ce\\/AppIcon-0-0-1x_U007emarketing-0-0-0-5-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""43c5f9"",""hasP3"":false,""textColor4"":""1f3944""},""artist"":""University Health Network""}'"
274,4,58,0,0,0,-1,10,99999,0,20,,,63113904000.0,-63114076800.0,606792269.080981,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,iThermonitor_696637855_HKQuantityTypeIdentifierBodyTemperature,,"b'{""title"":""iThermonitor"",""itunesStoreId"":696637855,""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""433838"",""textColor2"":""120808"",""supportsLayeredImage"":false,""textColor1"":""140606"",""url"":""https:\\/\\/is3-ssl.mzstatic.com\\/image\\/thumb\\/Purple123\\/v4\\/5b\\/14\\/5e\\/5b145ead-7e1b-98dd-3a5a-5cd14565f8a5\\/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""ffffff"",""hasP3"":false,""textColor4"":""41393a""},""artist"":""Raiing Medical Company""}'"
275,4,58,0,0,0,-1,10,99999,0,48,,,63113904000.0,-63114076800.0,606792269.080864,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Kinsa Smart Stick_788719884_HKQuantityTypeIdentifierBodyTemperature,,"b'{""title"":""Kinsa Smart Stick"",""itunesStoreId"":788719884,""subtitle"":""Health and Symptoms Tracker"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""333d40"",""textColor2"":""000d10"",""supportsLayeredImage"":false,""textColor1"":""000d10"",""url"":""https:\\/\\/is3-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/3c\\/d4\\/e7\\/3cd4e7c7-1ae5-b76c-58a5-37fe43542be9\\/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""ffffff"",""hasP3"":false,""textColor4"":""333d40""},""artist"":""Transform Health Inc.""}'"
276,4,58,0,0,0,-1,10,99999,0,44,,,63113904000.0,-63114076800.0,606792269.081087,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Medisafe Medication Management_573916946_HKQuantityTypeIdentifierBodyTemperature,,"b'{""title"":""Medisafe Medication Management"",""itunesStoreId"":573916946,""subtitle"":""Pill and Medicine Reminder"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""193042"",""textColor2"":""161616"",""supportsLayeredImage"":false,""textColor1"":""131416"",""url"":""https:\\/\\/is2-ssl.mzstatic.com\\/image\\/thumb\\/Purple123\\/v4\\/a5\\/36\\/54\\/a53654fa-56c6-89b2-2d34-0ecd5800e9f5\\/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""309cf4"",""hasP3"":false,""textColor4"":""1c3143""},""artist"":""MediSafe Inc.""}'"
277,4,58,0,0,0,-1,10,99999,0,26,,,63113904000.0,-63114076800.0,606792269.080723,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Withings Thermo_1108420798_HKQuantityTypeIdentifierBodyTemperature,,"b'{""title"":""Withings Thermo"",""itunesStoreId"":1108420798,""subtitle"":""For Withings & Nokia Products"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""333d43"",""textColor2"":""010f12"",""supportsLayeredImage"":false,""textColor1"":""000c14"",""url"":""https:\\/\\/is2-ssl.mzstatic.com\\/image\\/thumb\\/Purple128\\/v4\\/11\\/e9\\/ad\\/11e9add1-1a37-4c61-5c1d-b1032a295f3e\\/AppIconWithings-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-5.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""ffffff"",""hasP3"":false,""textColor4"":""333f41""},""artist"":""Withings""}'"
278,4,58,0,0,0,-1,10,99999,0,33,,,63113904000.0,-63114076800.0,606792269.313667,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Sleep++_1038440371_HKCategoryTypeIdentifierSleepAnalysis,,"b'{""title"":""Sleep++"",""itunesStoreId"":1038440371,""subtitle"":""Automatic Sleep Tracker"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""cfcfdf"",""textColor2"":""4c7ef6"",""supportsLayeredImage"":false,""textColor1"":""ffffff"",""url"":""https:\\/\\/is4-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/af\\/fe\\/6f\\/affe6ff0-28a1-8034-2496-ddd63c308a26\\/AppIcon-1x_U007emarketing-0-5-0-0-85-220.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""101064"",""hasP3"":false,""textColor4"":""4068d9""},""artist"":""Cross Forward Consulting, LLC""}'"
279,4,58,0,0,0,-1,10,99999,0,64,,,63113904000.0,-63114076800.0,606792269.313821,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,AutoSleep Track Sleep on Watch_1164801111_HKCategoryTypeIdentifierSleepAnalysis,,"b'{""title"":""AutoSleep Track Sleep on Watch"",""itunesStoreId"":1164801111,""subtitle"":""Auto Sleep Tracker & Monitor"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""cccfa7"",""textColor2"":""d4e1be"",""supportsLayeredImage"":false,""textColor1"":""fffac6"",""url"":""https:\\/\\/is1-ssl.mzstatic.com\\/image\\/thumb\\/Purple123\\/v4\\/27\\/99\\/d8\\/2799d848-c85c-22aa-c4e5-d15b6bdde313\\/AppIcon-0-0-1x_U007emarketing-0-0-0-2-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""04242f"",""hasP3"":false,""textColor4"":""abbba1""},""artist"":""Tantsissa""}'"
280,4,58,0,0,0,-1,10,99999,0,32,,,63113904000.0,-63114076800.0,606792269.31332,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Sleepiest: The Sleeping App_1244690083_HKCategoryTypeIdentifierSleepAnalysis,,"b'{""title"":""Sleepiest: The Sleeping App"",""itunesStoreId"":1244690083,""subtitle"":""Bedtime with Stories & Sounds"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""333333"",""textColor2"":""27063c"",""supportsLayeredImage"":false,""textColor1"":""000000"",""url"":""https:\\/\\/is4-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/6a\\/53\\/9d\\/6a539db7-3295-eae2-e3a0-358212a31c70\\/AppIcon-1x_U007emarketing-0-10-0-0-85-220.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""ffffff"",""hasP3"":false,""textColor4"":""523863""},""artist"":""Happiest LTD""}'"
281,4,58,0,0,0,-1,10,99999,0,34,,,63113904000.0,-63114076800.0,606792269.313119,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Sleep Cycle - Sleep Better_320606217_HKCategoryTypeIdentifierSleepAnalysis,,"b'{""title"":""Sleep Cycle - Sleep Better"",""itunesStoreId"":320606217,""subtitle"":""Sleep, track & wake up easier"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""453012"",""textColor2"":""161616"",""supportsLayeredImage"":false,""textColor1"":""161616"",""url"":""https:\\/\\/is1-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/ef\\/d6\\/8c\\/efd68ce8-6492-126b-52cd-78d6b42afba9\\/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""ff9600"",""hasP3"":false,""textColor4"":""453012""},""artist"":""Sleep Cycle AB""}'"
282,4,58,0,0,0,-1,10,99999,0,36,,,63113904000.0,-63114076800.0,606792269.31351,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Pillow Automatic Sleep Tracker_878691772_HKCategoryTypeIdentifierSleepAnalysis,,"b'{""title"":""Pillow Automatic Sleep Tracker"",""itunesStoreId"":878691772,""subtitle"":""Alarm clock & sleep analysis"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""583c79"",""textColor2"":""37155b"",""supportsLayeredImage"":false,""textColor1"":""2e0c58"",""url"":""https:\\/\\/is3-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/2a\\/00\\/d0\\/2a00d022-ac96-6f60-a1fd-ab12ef63aa2b\\/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""ffffff"",""hasP3"":false,""textColor4"":""5f447c""},""artist"":""Neybox Digital Ltd.""}'"
283,4,58,0,0,0,-1,10,99999,0,12,,,63113904000.0,-63114076800.0,606792269.569769,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Pedometer++_712286167_HKQuantityTypeIdentifierStepCount,,"b'{""title"":""Pedometer++"",""itunesStoreId"":712286167,""subtitle"":""Step Counter"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""0f3f17"",""textColor2"":""0d0f0e"",""supportsLayeredImage"":false,""textColor1"":""021202"",""url"":""https:\\/\\/is1-ssl.mzstatic.com\\/image\\/thumb\\/Purple123\\/v4\\/03\\/d5\\/44\\/03d5440e-d7aa-95b9-805d-c6d477898396\\/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""41f56d"",""hasP3"":false,""textColor4"":""183d21""},""artist"":""Cross Forward Consulting, LLC""}'"
284,4,22,0,0,0,-1,10,99999,0,54,,,63113904000.0,-63114076800.0,606792269.569327,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Runkeeper—GPS Running Tracker_300235330_HKQuantityTypeIdentifierStepCount,,"b'{""title"":""Runkeeper\xe2\x80\x94GPS Running Tracker"",""itunesStoreId"":300235330,""subtitle"":""Best Run Tracking and Mapping"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""1b3a3d"",""textColor2"":""161616"",""supportsLayeredImage"":false,""textColor1"":""161616"",""url"":""https:\\/\\/is5-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/71\\/7d\\/38\\/717d385f-7983-48f5-6616-d401ade20348\\/AppIcon-0-0-1x_U007emarketing-0-0-0-5-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""2bc8d6"",""hasP3"":false,""textColor4"":""1b3a3d""},""artist"":""FitnessKeeper, Inc.""}'"
285,4,47,0,0,0,-1,10,99999,0,13,,,63113904000.0,-63114076800.0,606792269.570208,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Fitso Running & Weight Loss_1067887430_HKQuantityTypeIdentifierStepCount,,"b'{""title"":""Fitso Running & Weight Loss"",""itunesStoreId"":1067887430,""subtitle"":""Your Personal Fitness Coach"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""00303c"",""textColor2"":""010910"",""supportsLayeredImage"":false,""textColor1"":""00070f"",""url"":""https:\\/\\/is4-ssl.mzstatic.com\\/image\\/thumb\\/Purple123\\/v4\\/14\\/06\\/03\\/140603ca-89ec-1a8e-d123-1eb8f8b49ad7\\/AppIcon-0-1x_U007emarketing-0-0-85-220-0-4.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""00d5f2"",""hasP3"":false,""textColor4"":""01323d""},""artist"":""Jogo Technologies Pvt. Ltd""}'"
286,4,58,0,0,0,-1,10,99999,0,10,,,63113904000.0,-63114076800.0,606792269.569996,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,adidas Running app Runtastic_336599882_HKQuantityTypeIdentifierStepCount,,"b'{""title"":""adidas Running app Runtastic"",""itunesStoreId"":336599882,""subtitle"":""Distance & Mileage Tracker"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""103131"",""textColor2"":""161616"",""supportsLayeredImage"":false,""textColor1"":""141515"",""url"":""https:\\/\\/is2-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/c4\\/ac\\/28\\/c4ac28c4-b36d-60fe-3e55-82012edad318\\/AppIcon-0-0-1x_U007emarketing-0-0-0-5-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""009da2"",""hasP3"":false,""textColor4"":""123132""},""artist"":""adidas""}'"
287,4,58,0,0,0,-1,10,99999,0,11,,,63113904000.0,-63114076800.0,606792269.57042,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Pokémon GO_1094591345_HKQuantityTypeIdentifierStepCount,,"b'{""title"":""Pok\xc3\xa9mon GO"",""itunesStoreId"":1094591345,""subtitle"":""Discover Pok\xc3\xa9mon worldwide"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""c8caeb"",""textColor2"":""f23d1d"",""supportsLayeredImage"":false,""textColor1"":""fbfbfe"",""url"":""https:\\/\\/is1-ssl.mzstatic.com\\/image\\/thumb\\/Purple123\\/v4\\/cc\\/49\\/00\\/cc4900ca-fe85-c1d8-52a5-7b71c133a922\\/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""0008a1"",""hasP3"":false,""textColor4"":""c13338""},""artist"":""Niantic, Inc.""}'"
288,4,3,0,0,0,-1,10,99999,0,99999,,,63113904000.0,-63114076800.0,606792269.826625,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,MyFitnessPal_341232718_HKQuantityTypeIdentifierDietaryPotassium,,"b'{""title"":""MyFitnessPal"",""itunesStoreId"":341232718,""subtitle"":""Calorie Counter & Diet Tracker"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""cbdeec"",""textColor2"":""c6e4fa"",""supportsLayeredImage"":false,""textColor1"":""ffffff"",""url"":""https:\\/\\/is5-ssl.mzstatic.com\\/image\\/thumb\\/Purple123\\/v4\\/11\\/4d\\/98\\/114d9877-7fdc-82ab-b94e-4b0370c85628\\/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""005ea1"",""hasP3"":false,""textColor4"":""9fc9e9""},""artist"":""Under Armour, Inc.""}'"
289,4,3,0,0,0,-1,10,99999,0,99999,,,63113904000.0,-63114076800.0,606792269.826952,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Calorie Counter PRO MyNetDiary_352247139_HKQuantityTypeIdentifierDietaryPotassium,,"b'{""title"":""Calorie Counter PRO MyNetDiary"",""itunesStoreId"":352247139,""subtitle"":""Food Diary Diet Macros Tracker"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""062b15"",""textColor2"":""161616"",""supportsLayeredImage"":false,""textColor1"":""070808"",""url"":""https:\\/\\/is5-ssl.mzstatic.com\\/image\\/thumb\\/Purple123\\/v4\\/a3\\/65\\/5d\\/a3655d20-099b-a801-6235-6381fd917a79\\/AppIconPro-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""00ba4a"",""hasP3"":false,""textColor4"":""123721""},""artist"":""MyNetDiary Inc.""}'"
290,4,3,0,0,0,-1,10,99999,0,99999,,,63113904000.0,-63114076800.0,606792269.826241,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Lifesum: Diet & Macro Tracker_286906691_HKQuantityTypeIdentifierDietaryPotassium,,"b'{""title"":""Lifesum: Diet & Macro Tracker"",""itunesStoreId"":286906691,""subtitle"":""Meal Planner & Calorie Counter"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""1d3b2d"",""textColor2"":""161616"",""supportsLayeredImage"":false,""textColor1"":""161616"",""url"":""https:\\/\\/is1-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/d4\\/a2\\/73\\/d4a27339-f42d-e905-971c-c041cf285b47\\/AppIcon-green-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""38ce89"",""hasP3"":false,""textColor4"":""1d3b2d""},""artist"":""Lifesum AB""}'"
291,4,14,0,0,0,-1,10,99999,0,13,,,63113904000.0,-63114076800.0,606792270.044124,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Fitso Running & Weight Loss_1067887430_HKQuantityTypeIdentifierDistanceCycling,,"b'{""title"":""Fitso Running & Weight Loss"",""itunesStoreId"":1067887430,""subtitle"":""Your Personal Fitness Coach"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""00303c"",""textColor2"":""010910"",""supportsLayeredImage"":false,""textColor1"":""00070f"",""url"":""https:\\/\\/is4-ssl.mzstatic.com\\/image\\/thumb\\/Purple123\\/v4\\/14\\/06\\/03\\/140603ca-89ec-1a8e-d123-1eb8f8b49ad7\\/AppIcon-0-1x_U007emarketing-0-0-85-220-0-4.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""00d5f2"",""hasP3"":false,""textColor4"":""01323d""},""artist"":""Jogo Technologies Pvt. Ltd""}'"
292,4,58,0,0,0,-1,10,99999,0,16,,,63113904000.0,-63114076800.0,606792270.043885,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Komoot — Cycling & Hiking Maps_447374873_HKQuantityTypeIdentifierDistanceCycling,,"b'{""title"":""Komoot \xe2\x80\x94 Cycling & Hiking Maps"",""itunesStoreId"":447374873,""subtitle"":""Discover more on rides & hikes"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""3c4038"",""textColor2"":""0d1209"",""supportsLayeredImage"":false,""textColor1"":""0b1107"",""url"":""https:\\/\\/is3-ssl.mzstatic.com\\/image\\/thumb\\/Purple113\\/v4\\/44\\/03\\/ad\\/4403adc9-0d42-afc0-f399-c8192ec5ee50\\/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""ffffff"",""hasP3"":false,""textColor4"":""3d413a""},""artist"":""komoot GmbH""}'"
293,4,3,0,0,0,-1,10,99999,0,99999,,,63113904000.0,-63114076800.0,606792270.043176,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,"Strava: Run, Ride, Swim_426826309_HKQuantityTypeIdentifierDistanceCycling",,"b'{""title"":""Strava: Run, Ride, Swim"",""itunesStoreId"":426826309,""subtitle"":""Track activity & map routes"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""452b12"",""textColor2"":""161616"",""supportsLayeredImage"":false,""textColor1"":""161616"",""url"":""https:\\/\\/is2-ssl.mzstatic.com\\/image\\/thumb\\/Purple123\\/v4\\/19\\/46\\/66\\/194666a8-7e8d-2a7b-4390-c0688d603582\\/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""ff8000"",""hasP3"":false,""textColor4"":""452b12""},""artist"":""Strava, Inc.""}'"
294,4,3,0,0,0,-1,10,99999,0,99999,,,63113904000.0,-63114076800.0,606792270.043433,,0.0,0.0,,0.0,app,,,com.apple.health.AppRecommendations,AppRecommendationsTileViewController,Zones for Training_1139688415_HKQuantityTypeIdentifierDistanceCycling,,"b'{""title"":""Zones for Training"",""itunesStoreId"":1139688415,""subtitle"":""Heart Rate Zone Training"",""storeData"":{""height"":1024,""hasAlpha"":false,""textColor3"":""423336"",""textColor2"":""12050c"",""supportsLayeredImage"":false,""textColor1"":""140106"",""url"":""https:\\/\\/is4-ssl.mzstatic.com\\/image\\/thumb\\/Purple114\\/v4\\/c6\\/f7\\/b2\\/c6f7b277-fd4f-3b2c-f03d-6b261688a50c\\/AppIcon-0-0-1x_U007emarketing-0-0-0-5-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png\\/{w}x{h}bb.{f}"",""width"":1024,""bgColor"":""fafafa"",""hasP3"":false,""textColor4"":""40363c""},""artist"":""Flask LLP""}'"
